date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:43:51	65841/65841	---MCZ	200	added ('OK')	text/html	etag:W/%225841ce36-10131%22	https://www.themesindustry.com/html/studiox/index.html	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/index.html	(from )
13:43:52	66/66	---M--	200	added ('OK')	text/plain	etag:%2267af7b7f-42%22	https://www.themesindustry.com/robots.txt		(from )
13:43:52	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22581a5192-1d970%22	https://www.themesindustry.com/html/studiox/css/bootstrap.min.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/bootstrap.min.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:52	35128/35128	---MCZ	200	added ('OK')	text/css	etag:W/%22581a518c-8938%22	https://www.themesindustry.com/html/studiox/css/font-awesome.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/font-awesome.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:53	74378/74378	---MCZ	200	added ('OK')	text/css	etag:W/%22581a518c-1228a%22	https://www.themesindustry.com/html/studiox/css/animate.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/animate.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:53	2993/2993	---MCZ	200	added ('OK')	text/css	etag:W/%22581a518c-bb1%22	https://www.themesindustry.com/html/studiox/css/owl.carousel.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/owl.carousel.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:53	4476/4476	---MCZ	200	added ('OK')	text/css	etag:W/%22581a518c-117c%22	https://www.themesindustry.com/html/studiox/css/owl.transitions.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/owl.transitions.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:54	36586/36586	---MCZ	200	added ('OK')	text/css	etag:W/%22581a5192-8eea%22	https://www.themesindustry.com/html/studiox/css/settings.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/settings.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:54	115205/115205	---MCZ	200	added ('OK')	text/css	etag:W/%22581a5190-1c205%22	https://www.themesindustry.com/html/studiox/css/layers.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/layers.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:54	59567/59567	---MCZ	200	added ('OK')	text/css	etag:W/%22581a5190-e8af%22	https://www.themesindustry.com/html/studiox/css/navigation.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/navigation.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:54	496/496	---M--	200	added ('OK')	text/css	etag:%22581a5190-1f0%22	https://www.themesindustry.com/html/studiox/css/responsive-tabs.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/responsive-tabs.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:55	4846/4846	---MCZ	200	added ('OK')	text/css	etag:W/%22581a518e-12ee%22	https://www.themesindustry.com/html/studiox/css/jquery.fancybox.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/jquery.fancybox.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:55	68454/68454	---MCZ	200	added ('OK')	text/css	etag:W/%225e4d4348-10b66%22	https://www.themesindustry.com/html/studiox/css/style.css	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/css/style.css	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:55	3555/3555	---M--	200	added ('OK')	image/png	etag:%22580a97cc-de3%22	https://www.themesindustry.com/html/studiox/images/favicon.png	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/favicon.png	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:55	1631/1631	---M--	200	added ('OK')	image/png	etag:%22580a97c0-65f%22	https://www.themesindustry.com/html/studiox/images/logo.png	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/logo.png	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:56	79323/79323	---M--	200	added ('OK')	image/jpeg	etag:%22580a97c6-135db%22	https://www.themesindustry.com/html/studiox/images/cover3.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/cover3.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:56	73746/73746	---M--	200	added ('OK')	image/jpeg	etag:%22580a97c8-12012%22	https://www.themesindustry.com/html/studiox/images/cover2.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/cover2.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:57	8874/8874	---M--	200	added ('OK')	image/jpeg	etag:%22580a97c0-22aa%22	https://www.themesindustry.com/html/studiox/images/device.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/device.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:58	92917/92917	---M--	200	added ('OK')	image/jpeg	etag:%22580a97da-16af5%22	https://www.themesindustry.com/html/studiox/images/cover.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/cover.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:58	43797/43797	---M--	200	added ('OK')	image/png	etag:%22580a97c4-ab15%22	https://www.themesindustry.com/html/studiox/images/IOS.png	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/IOS.png	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:58	49918/49918	---M--	200	added ('OK')	image/png	etag:%22580a97d2-c2fe%22	https://www.themesindustry.com/html/studiox/images/image_8S.png	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/image_8S.png	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:58	55216/55216	---M--	200	added ('OK')	image/png	etag:%22580a97c4-d7b0%22	https://www.themesindustry.com/html/studiox/images/image_A0.png	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/image_A0.png	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:58	30994/30994	---M--	200	added ('OK')	image/jpeg	etag:%22580a97d4-7912%22	https://www.themesindustry.com/html/studiox/images/team1.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/team1.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:59	28601/28601	---M--	200	added ('OK')	image/jpeg	etag:%22580a97c8-6fb9%22	https://www.themesindustry.com/html/studiox/images/team2.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/team2.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:59	34269/34269	---M--	200	added ('OK')	image/jpeg	etag:%22580a97da-85dd%22	https://www.themesindustry.com/html/studiox/images/team3.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/team3.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:43:59	32119/32119	---M--	200	added ('OK')	image/jpeg	etag:%22580a97c8-7d77%22	https://www.themesindustry.com/html/studiox/images/team4.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/team4.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:00	121583/121583	---M--	200	added ('OK')	image/jpeg	etag:%22580a97d0-1daef%22	https://www.themesindustry.com/html/studiox/images/portfolio1.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/portfolio1.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:00	116936/116936	---M--	200	added ('OK')	image/jpeg	etag:%22580a97cc-1c8c8%22	https://www.themesindustry.com/html/studiox/images/portfolio3.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/portfolio3.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:00	13933/13933	---MCZ	200	added ('OK')	text/html	etag:W/%225820d69a-366d%22	https://www.themesindustry.com/html/studiox/blog.html	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/blog.html	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:00	214709/214709	---M--	200	added ('OK')	image/jpeg	etag:%22580a97dc-346b5%22	https://www.themesindustry.com/html/studiox/images/portfolio2.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/portfolio2.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:01	25253/25253	---M--	200	added ('OK')	image/jpeg	etag:%22580a97c2-62a5%22	https://www.themesindustry.com/html/studiox/images/blog-img1.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/blog-img1.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:01	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	F:/Web%20Sites/NewCL/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:01	31310/31310	---M--	200	added ('OK')	image/jpeg	etag:%22580a97d8-7a4e%22	https://www.themesindustry.com/html/studiox/images/blog-img2.jpg	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/images/blog-img2.jpg	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:01	31795/31795	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51c4-7c33%22	https://www.themesindustry.com/html/studiox/js/gmaps.min.js	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/gmaps.min.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:02	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51c8-90b5%22	https://www.themesindustry.com/html/studiox/js/bootstrap.min.js	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/bootstrap.min.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:02	104628/104628	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51c4-198b4%22	https://www.themesindustry.com/html/studiox/js/jquery.themepunch.tools.min.js?rev=5.0	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/jquery.themepunch.tools.min838f.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:03	54817/54817	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51c6-d621%22	https://www.themesindustry.com/html/studiox/js/jquery.themepunch.revolution.min.js?rev=5.0	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/jquery.themepunch.revolution.min838f.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:03	31987/31987	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51ca-7cf3%22	https://www.themesindustry.com/html/studiox/js/revolution.extension.layeranimation.min.js	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/revolution.extension.layeranimation.min.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:03	25827/25827	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51c6-64e3%22	https://www.themesindustry.com/html/studiox/js/revolution.extension.navigation.min.js	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/revolution.extension.navigation.min.js	(from https://www.themesindustry.com/html/studiox/index.html)
13:44:03	8574/8574	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581a51c4-217e%22	https://www.themesindustry.com/html/studiox/js/revolution.extension.parallax.min.js	F:/Web%20Sites/NewCL/www.themesindustry.com/html/studiox/js/revolution.extension.parallax.min.js	(from https://www.themesindustry.com/html/studiox/index.html)
